"Set","Frequency Or Confidence"
"[UHT-milk,bottled water]","0.007320793085917641"
"[UHT-milk,other vegetables]","0.008134214539908490"
"[UHT-milk,rolls/buns]","0.006405693950177936"
"[UHT-milk,soda]","0.007625826131164209"
"[UHT-milk,yogurt]","0.007422470767666497"
"[baking powder,other vegetables]","0.007320793085917641"
"[baking powder,whole milk]","0.009252669039145907"
"[beef,bottled water]","0.006202338586680223"
"[beef,butter]","0.005795627859684799"
"[beef,citrus fruit]","0.008439247585155059"
"[beef,domestic eggs]","0.005998983223182512"
"[beef,fruit/vegetable juice]","0.005083884087442806"
"[beef,margarine]","0.006202338586680223"
"[beef,newspapers]","0.006405693950177936"
"[beef,other vegetables]","0.019725470259278087"
"[beef,pastry]","0.006304016268429080"
"[beef,pork]","0.007625826131164209"
"[beef,rolls/buns]","0.013624809354346720"
"[beef,root vegetables]","0.017386883579054397"
"[beef,sausage]","0.005592272496187087"
"[beef,soda]","0.008134214539908490"
"[beef,tropical fruit]","0.007625826131164209"
"[beef,whipped/sour cream]","0.006710726995424504"
"[beef,whole milk]","0.021250635485510930"
"[beef,yogurt]","0.011692933401118455"
"[berries,citrus fruit]","0.005388917132689374"
"[berries,other vegetables]","0.010269445856634469"
"[berries,rolls/buns]","0.006609049313675649"
"[berries,root vegetables]","0.006609049313675649"
"[berries,soda]","0.007320793085917641"
"[berries,tropical fruit]","0.006710726995424504"
"[berries,whipped/sour cream]","0.009049313675648195"
"[berries,whole milk]","0.011794611082867310"
"[berries,yogurt]","0.010574478901881037"
"[beverages,other vegetables]","0.005185561769191663"
"[beverages,rolls/buns]","0.005388917132689374"
"[beverages,whole milk]","0.006812404677173360"
"[beverages,yogurt]","0.005490594814438231"
"[bottled beer,bottled water]","0.015760040671072700"
"[bottled beer,brown bread]","0.005185561769191663"
"[bottled beer,butter]","0.005795627859684799"
"[bottled beer,citrus fruit]","0.006100660904931368"
"[bottled beer,frankfurter]","0.005388917132689374"
"[bottled beer,fruit/vegetable juice]","0.007015760040671073"
"[bottled beer,margarine]","0.006100660904931368"
"[bottled beer,napkins]","0.005185561769191663"
"[bottled beer,other vegetables]","0.016166751398068124"
"[bottled beer,pip fruit]","0.005897305541433655"
"[bottled beer,pork]","0.005185561769191663"
"[bottled beer,rolls/buns]","0.013624809354346720"
"[bottled beer,root vegetables]","0.009659379766141332"
"[bottled beer,sausage]","0.007829181494661922"
"[bottled beer,shopping bags]","0.005592272496187087"
"[bottled beer,soda]","0.016980172852058974"
"[bottled beer,tropical fruit]","0.008235892221657347"
"[bottled beer,whole milk]","0.020437214031520080"
"[bottled beer,yogurt]","0.009252669039145907"
"[bottled water,brown bread]","0.008235892221657347"
"[bottled water,butter]","0.008947635993899338"
"[bottled water,canned beer]","0.008032536858159633"
"[bottled water,chicken]","0.005287239450940518"
"[bottled water,chocolate]","0.005795627859684799"
"[bottled water,citrus fruit]","0.013523131672597865"
"[bottled water,coffee]","0.007320793085917641"
"[bottled water,cream cheese ]","0.005897305541433655"
"[bottled water,curd]","0.006100660904931368"
"[bottled water,dessert]","0.005185561769191663"
"[bottled water,domestic eggs]","0.009150991357397052"
"[bottled water,frankfurter]","0.007320793085917641"
"[bottled water,frozen vegetables]","0.006202338586680223"
"[bottled water,fruit/vegetable juice]","0.014234875444839857"
"[bottled water,hygiene articles]","0.005693950177935944"
"[bottled water,margarine]","0.010269445856634469"
"[bottled water,misc. beverages]","0.005287239450940518"
"[bottled water,napkins]","0.008642602948652770"
"[bottled water,newspapers]","0.011286222674123030"
"[bottled water,onions]","0.005897305541433655"
"[bottled water,other vegetables]","0.024809354346720894"
"[bottled water,pastry]","0.008947635993899338"
"[bottled water,pip fruit]","0.010574478901881037"
"[bottled water,pork]","0.007422470767666497"
"[bottled water,rolls/buns]","0.024199288256227757"
"[bottled water,root vegetables]","0.015658362989323844"
"[bottled water,sausage]","0.011997966446365024"
"[bottled water,shopping bags]","0.010981189628876462"
"[bottled water,soda]","0.028978139298423997"
"[bottled water,tropical fruit]","0.018505338078291814"
"[bottled water,whipped/sour cream]","0.008744280630401627"
"[bottled water,whole milk]","0.034367056431113370"
"[bottled water,yogurt]","0.022979156075241484"
"[brown bread,butter]","0.005795627859684799"
"[brown bread,citrus fruit]","0.008337569903406202"
"[brown bread,domestic eggs]","0.006812404677173360"
"[brown bread,frankfurter]","0.007117437722419929"
"[brown bread,fruit/vegetable juice]","0.008337569903406202"
"[brown bread,margarine]","0.006507371631926792"
"[brown bread,newspapers]","0.007625826131164209"
"[brown bread,other vegetables]","0.018708693441789527"
"[brown bread,pastry]","0.009659379766141332"
"[brown bread,pip fruit]","0.007625826131164209"
"[brown bread,pork]","0.005592272496187087"
"[brown bread,rolls/buns]","0.012608032536858160"
"[brown bread,root vegetables]","0.010167768174885612"
"[brown bread,sausage]","0.010676156583629894"
"[brown bread,shopping bags]","0.009252669039145907"
"[brown bread,soda]","0.012608032536858160"
"[brown bread,tropical fruit]","0.010676156583629894"
"[brown bread,whole milk]","0.025216065073716320"
"[brown bread,yogurt]","0.014539908490086425"
"[butter milk,other vegetables]","0.010371123538383325"
"[butter milk,pip fruit]","0.005083884087442806"
"[butter milk,rolls/buns]","0.007625826131164209"
"[butter milk,root vegetables]","0.005083884087442806"
"[butter milk,tropical fruit]","0.005490594814438231"
"[butter milk,whole milk]","0.011591255719369599"
"[butter milk,yogurt]","0.008540925266903915"
"[butter,chicken]","0.005795627859684799"
"[butter,chocolate]","0.006202338586680223"
"[butter,citrus fruit]","0.009150991357397052"
"[butter,curd]","0.006812404677173360"
"[butter,domestic eggs]","0.009659379766141332"
"[butter,frozen vegetables]","0.005795627859684799"
"[butter,fruit/vegetable juice]","0.008032536858159633"
"[butter,margarine]","0.006710726995424504"
"[butter,newspapers]","0.005795627859684799"
"[butter,other vegetables]","0.020030503304524657"
"[butter,pastry]","0.007625826131164209"
"[butter,pip fruit]","0.007320793085917641"
"[butter,pork]","0.005490594814438231"
"[butter,rolls/buns]","0.013421453990849009"
"[butter,root vegetables]","0.012913065582104729"
"[butter,sausage]","0.008642602948652770"
"[butter,soda]","0.008845958312150484"
"[butter,tropical fruit]","0.009964412811387900"
"[butter,whipped/sour cream]","0.010167768174885612"
"[butter,whole milk]","0.027554651753940010"
"[butter,yogurt]","0.014641586171835282"
"[cake bar,whole milk]","0.005592272496187087"
"[candy,other vegetables]","0.006914082358922217"
"[candy,rolls/buns]","0.007117437722419929"
"[candy,soda]","0.008642602948652770"
"[candy,tropical fruit]","0.005388917132689374"
"[candy,whole milk]","0.008235892221657347"
"[candy,yogurt]","0.005490594814438231"
"[canned beer,other vegetables]","0.009049313675648195"
"[canned beer,rolls/buns]","0.011286222674123030"
"[canned beer,sausage]","0.006304016268429080"
"[canned beer,shopping bags]","0.011387900355871887"
"[canned beer,soda]","0.013828164717844434"
"[canned beer,whole milk]","0.008845958312150484"
"[canned beer,yogurt]","0.005388917132689374"
"[canned fish,other vegetables]","0.005083884087442806"
"[cat food,other vegetables]","0.006507371631926792"
"[cat food,whole milk]","0.008845958312150484"
"[cat food,yogurt]","0.006202338586680223"
"[chewing gum,soda]","0.005388917132689374"
"[chewing gum,whole milk]","0.005083884087442806"
"[chicken,citrus fruit]","0.006914082358922217"
"[chicken,domestic eggs]","0.006202338586680223"
"[chicken,frozen vegetables]","0.006710726995424504"
"[chicken,newspapers]","0.005185561769191663"
"[chicken,other vegetables]","0.017895271987798677"
"[chicken,pork]","0.005795627859684799"
"[chicken,rolls/buns]","0.009659379766141332"
"[chicken,root vegetables]","0.010879511947127605"
"[chicken,sausage]","0.005287239450940518"
"[chicken,soda]","0.008337569903406202"
"[chicken,tropical fruit]","0.006405693950177936"
"[chicken,whipped/sour cream]","0.007219115404168785"
"[chicken,whole milk]","0.017590238942552110"
"[chicken,yogurt]","0.008337569903406202"
"[chocolate,citrus fruit]","0.006405693950177936"
"[chocolate,fruit/vegetable juice]","0.006812404677173360"
"[chocolate,long life bakery product]","0.005287239450940518"
"[chocolate,newspapers]","0.005490594814438231"
"[chocolate,other vegetables]","0.012709710218607015"
"[chocolate,pastry]","0.008032536858159633"
"[chocolate,pip fruit]","0.006100660904931368"
"[chocolate,rolls/buns]","0.011794611082867310"
"[chocolate,root vegetables]","0.006405693950177936"
"[chocolate,sausage]","0.006609049313675649"
"[chocolate,shopping bags]","0.008134214539908490"
"[chocolate,soda]","0.013523131672597865"
"[chocolate,tropical fruit]","0.008134214539908490"
"[chocolate,waffles]","0.005795627859684799"
"[chocolate,whole milk]","0.016675139806812404"
"[chocolate,yogurt]","0.009252669039145907"
"[citrus fruit,coffee]","0.006405693950177936"
"[citrus fruit,cream cheese ]","0.005693950177935944"
"[citrus fruit,curd]","0.007117437722419929"
"[citrus fruit,domestic eggs]","0.010371123538383325"
"[citrus fruit,frankfurter]","0.006507371631926792"
"[citrus fruit,frozen vegetables]","0.006609049313675649"
"[citrus fruit,fruit/vegetable juice]","0.010371123538383325"
"[citrus fruit,hygiene articles]","0.005287239450940518"
"[citrus fruit,margarine]","0.007930859176410779"
"[citrus fruit,napkins]","0.007625826131164209"
"[citrus fruit,newspapers]","0.008337569903406202"
"[citrus fruit,onions]","0.005592272496187087"
